"序号","网站标识码","网站名称","首页网址","网站主管单位","网站状态"
"1023","1409000061","忻州市信访局网站","https://xfj.sxxz.gov.cn","忻州市人民政府","正常"
"1024","1409000062","忻州市城市管理局网站","https://cgj.sxxz.gov.cn","忻州市城市管理局","正常"
"1025","1409000063","信用中国（山西忻州）","http://credit.sxxz.gov.cn/","忻州市发展和改革委员会","正常"
"1026","1409020011","忻府区人民政府门户网站","http://www.xzxfq.gov.cn","忻州市忻府区人民政府办公室","正常"
"1027","1409210007","定襄县人民政府门户网站","http://www.dingxiang.gov.cn","定襄县人民政府","正常"
"1028","1409220001","五台县人民政府门户网站","http://www.wutai.gov.cn","五台县人民政府办公室","正常"
"1029","1409230003","代县人民政府门户网站","http://www.daixian.gov.cn/","代县人民政府办公室","正常"
"1030","1409240004","繁峙县人民政府门户网站","http://www.fanshi.gov.cn","繁峙县人民政府办公室","正常"
"1031","1409250003","宁武县人民政府门户网站","http://www.ningwu.gov.cn","宁武县人民政府办公室","正常"
"1032","1409260001","静乐县人民政府门户网站","https://www.sxjl.gov.cn/","静乐县人民政府办公室","正常"
"1033","1409270004","神池县人民政府门户网站","http://www.shenchi.gov.cn/","神池县人民政府","正常"
"1034","1409280003","五寨县人民政府门户网站","http://www.xzwz.gov.cn/","五寨县人民政府办公室","正常"
"1035","1409290003","岢岚县人民政府门户网站","http://xzkl.gov.cn/","岢岚县人民政府办公室","正常"
"1036","1409300005","河曲县人民政府门户网站","http://www.hequ.gov.cn/","河曲县人民政府办公室","正常"
"1037","1409310002","保德县人民政府门户网站","http://www.baode.gov.cn","保德县人民政府办公室","正常"
"1038","1409320004","偏关县人民政府门户网站","www.pianguan.gov.cn","偏关县人民政府办公室","正常"
"1039","1409810002","原平市人民政府门户网站","http://www.yuanping.gov.cn","山西省原平市人民政府办公室","正常"
"1040","1410000016","临汾经济开发区人民政府门户网站","http://kfq.linfen.gov.cn/index.html","临汾经济开发区党群工作部","正常"
"1041","1410000039","临汾市人民政府门户网站","http://www.linfen.gov.cn","临汾市人民政府办公室","正常"
"1042","1410000052","临汾市农业农村局","http://nyncj.linfen.gov.cn","临汾市人民政府办公室","正常"
"1043","1410000053","临汾市生态环境局","http://sthjj.linfen.gov.cn","临汾市人民政府办公室","正常"
"1044","1410000054","临汾市规划和自然资源局","http://ghzrj.linfen.gov.cn","临汾市人民政府办公室","正常"
"1045","1410000055","临汾市教育局","http://jyj.linfen.gov.cn/","临汾市人民政府办公室","正常"
"1046","1410000056","临汾市工业和信息化局","http://gxj.linfen.gov.cn","临汾市人民政府办公室","正常"
"1047","1410000057","临汾市能源局","http://nyj.linfen.gov.cn/","临汾市能源局","正常"
"1048","1410000058","临汾市应急管理局","http://yjglj.linfen.gov.cn","临汾市应急管理局","正常"
"1049","1410000059","临汾市文化和旅游局","http://wlj.linfen.gov.cn/","临汾市人民政府办公室","正常"
"1050","1410000060","临汾市住房和城乡建设局","http://zjj.linfen.gov.cn/","临汾市住房和城乡建设局","正常"
"1051","1410000061","临汾市促进外来投资局","http://cwtzj.linfen.gov.cn","临汾市人民政府","正常"
"1052","1410000062","临汾市市场监督管理局","http://scjgj.linfen.gov.cn","临汾市人民政府","正常"
"1053","1410000063","临汾市退役军人事务局","http://tyjrswj.linfen.gov.cn","临汾市人民政府办公室","正常"
"1054","1410000064","临汾市信访局","http://xfj.linfen.gov.cn","临汾市人民政府","正常"
"1055","1410000065","临汾市人民政府外事办公室","http://wsb.linfen.gov.cn/","临汾市人民政府","正常"
"1056","1410000066","临汾市卫生健康委员会","http://wjw.linfen.gov.cn/","临汾市人民政府办公室","正常"
"1057","1410000067","临汾市医疗保障局","http://ylbzj.linfen.gov.cn/","临汾市人民政府","正常"
"1058","1410000068","临汾市体育局","http://tyj.linfen.gov.cn/","临汾市人民政府","正常"
"1059","1410000069","临汾市城市管理局","http://csglj.linfen.gov.cn/","临汾市人民政府办公室","正常"
"1060","1410000070","临汾市行政审批服务管理局","http://xzspglj.linfen.gov.cn/","临汾市人民政府","正常"
"1061","1410000072","信用临汾","http://credit.linfen.gov.cn/","临汾市人民政府","正常"
"1062","1410000073","临汾市财政局网站","http://czj.linfen.gov.cn/","临汾市人民政府办公室","正常"
"1063","1410000074","临汾市交通运输局网站","http://jtysj.linfen.gov.cn/","临汾市交通运输局","正常"
"1064","1410000075","临汾市统计局","http://tjj.linfen.gov.cn","临汾市人民政府办公室","正常"
"1065","1410000076","临汾司法局","http://sfj.linfen.gov.cn/","临汾市人民政府办公室","正常"
"1066","1410000077","临汾市人民防空办公室","http://rfb.linfen.gov.cn/","临汾市人民政府办公室","正常"
"1067","1410000078","临汾市科学技术局网站","http://kjj.linfen.gov.cn/","临汾市","正常"
"1068","1410000079","临汾市民政局","http://mzj.linfen.gov.cn/","临汾市","正常"
"1069","1410000080","临汾发展和改革委员会","http://fgw.linfen.gov.cn/","临汾市人民政府办公室","正常"
"1070","1410000081","临汾市审计局","http://sjj.linfen.gov.cn","临汾市","正常"
"1071","1410000082","临汾市人力资源和社会保障局网站","http://rsj.linfen.gov.cn/","临汾市","正常"
"1072","1410000084","临汾市商务局","http://swj.linfen.gov.cn/","临汾市商务局","正常"
"1073","1410000085","临汾市公安局","http://gaj.linfen.gov.cn/","临汾市人民政府办公室","正常"
"1074","1410000086","临汾市水利局","http://slj.linfen.gov.cn","临汾市人民政府办公室","正常"
"1075","1410000087","全国公共资源交易平(山西省·临汾市)","http://lfggzyjy.linfen.gov.cn/","临汾市公共资源交易中心（临汾市政府采购中心）","正常"
"1076","1410020007","尧都区人民政府门户网站","http://www.yaodu.gov.cn/","尧都区人民政府办公室","正常"
"1077","1410210004","曲沃县人民政府门户网站","http://www.quwo.gov.cn/index.html","临汾市曲沃县人民政府办公室","正常"
"1078","1410220001","翼城县人民政府门户网站","http://www.yicheng.gov.cn/","翼城县人民政府办公室","正常"
"1079","1410230002","襄汾县人民政府门户网站","http://www.xiangfen.gov.cn/","襄汾县人民政府办公室","正常"
"1080","1410240020","洪洞县人民政府门户网站","http://www.hongtong.gov.cn","洪洞县人民政府办公室","正常"
"1081","1410250001","古县人民政府门户网站","http://www.guxian.gov.cn/","中国古县人民政府办公室","正常"
"1082","1410260001","安泽县人民政府门户网站","http://www.anze.gov.cn","安泽县政府办公室","正常"
"1083","1410270002","浮山县人民政府门户网站","http://www.fushan.gov.cn/","浮山县政府办公室","正常"
"1084","1410280001","吉县人民政府门户网站","http://www.zgjx.gov.cn/","吉县人民政府办公室","正常"
"1085","1410290008","乡宁县人民政府门户网站","http://www.xiangning.gov.cn/","乡宁县人民政府办公室","正常"
"1086","1410300001","大宁县人民政府门户网站","http://www.daning.gov.cn","大宁县人民政府办公室","正常"
"1087","1410310002","隰县人民政府门户网站","http://www.sxxx.gov.cn/","隰县人民政府办公室","正常"
"1088","1410320001","永和县人民政府门户网站","http://www.sxyh.gov.cn/","永和县人民政府办公室","正常"
"1089","1410330003","蒲县人民政府门户网站","http://www.puxian.gov.cn","蒲县人民政府办公室","正常"
"1090","1410340003","汾西县人民政府门户网站","http://www.fenxi.gov.cn/","汾西县人民政府办公室","正常"
"1091","1410810005","侯马市人民政府门户网站","http://www.houma.gov.cn","侯马市人民政府办公室","正常"
"1092","1410820001","霍州市人民政府门户网站","http://www.huozhou.gov.cn/","霍州市人民政府办公室","正常"
"1093","1411000003","吕梁市人民政府门户网站","http://www.lvliang.gov.cn","吕梁市人民政府办公室","正常"
"1094","1411000009","吕梁市公安局","http://ga.lvliang.gov.cn","吕梁市公安局","正常"
"1095","1411000035","信用中国（山西吕梁）","https://credit.lvliang.gov.cn/","吕梁市发展和改革委员会","正常"
"1096","1411020001","吕梁市离石区人民政府门户网站","http://www.lishi.gov.cn","吕梁市离石区人民政府办公室","正常"
"1097","1411210001","文水县人民政府门户网站","http://www.wenshui.gov.cn","文水县人民政府办公室","正常"
"1098","1411220003","交城县人民政府门户网站","http://www.sx-jc.gov.cn/","交城县人民政府办公室","正常"
"1099","1411230001","兴县人民政府门户网站","http://www.sxxingxian.gov.cn/","兴县人民政府办公室","正常"
"1100","1411240003","临县人民政府门户网站","http://www.linxian.gov.cn","临县人民政府办公室","正常"
"1101","1411250006","柳林县人民政府门户网站","http://www.liulin.gov.cn","柳林县人民政府办公室","正常"
"1102","1411260001","石楼县人民政府门户网站","http://www.sxshilou.gov.cn","石楼县人民政府办公室","正常"
"1103","1411270001","岚县人民政府门户网站","http://www.lanxian.gov.cn/","岚县人民政府办公室","正常"
"1104","1411280003","方山县人民政府门户网站","http://www.fangshan.gov.cn/","方山县人民政府办公室","正常"
"1105","1411290004","中阳县人民政府门户网站","http://www.sxzhongyang.gov.cn/","中阳县人民政府办公室","正常"
"1106","1411300001","交口县人民政府门户网站","http://www.jiaokou.gov.cn","交口县人民政府办公室","正常"
"1107","1411810001","孝义市人民政府门户网站","http://www.xiaoyi.gov.cn","孝义市人民政府办公室","正常"
"1108","1411820001","汾阳市人民政府门户网站","http://www.fenyang.gov.cn","汾阳市人民政府办公室","正常"
"1109","1500000001","内蒙古自治区政府门户网站","https://www.nmg.gov.cn","内蒙古自治区人民政府办公厅","正常"
"1110","1500000007","内蒙古自治区政府采购网","ccgp-neimenggu.gov.cn","内蒙古自治区财政厅","正常"
"1111","1500000008","内蒙古自治区财政厅","http://czt.nmg.gov.cn","内蒙古自治区财政厅办公室","正常"
"1112","1500000009","内蒙古自治区林业和草原局","http://lcj.nmg.gov.cn","内蒙古自治区人民政府办公厅","正常"
"1113","1500000011","内蒙古自治区人民防空办公室","http://rfb.nmg.gov.cn/","内蒙古自治区人民政府办公厅","正常"
"1114","1500000012","内蒙古自治区工业和信息化厅","http://gxt.nmg.gov.cn/","内蒙古自治区人民政府办公厅","正常"
"1115","1500000014","内蒙古自治区发展和改革委员会","http://fgw.nmg.gov.cn/","内蒙古自治区人民政府办公厅","正常"
"1116","1500000016","内蒙古自治区人民政府国有资产监督管理委员会","http://gzw.nmg.gov.cn/","内蒙古自治区人民政府办公厅","正常"
"1117","1500000019","内蒙古自治区信访局","http://xfj.nmg.gov.cn","内蒙古自治区人民政府办公厅","正常"
"1118","1500000021","内蒙古自治区商务厅","http://swt.nmg.gov.cn","内蒙古自治区人民政府办公厅","正常"
"1119","1500000023","内蒙古自治区民族事务委员会","http://mw.nmg.gov.cn/","内蒙古自治区人民政府办公厅","正常"
"1120","1500000025","内蒙古自治区住房和城乡建设厅","http://zjt.nmg.gov.cn","内蒙古自治人民政府办公厅","正常"
"1121","1500000028","内蒙古自治区生态环境厅","http://sthjt.nmg.gov.cn/","内蒙古自治区人民政府办公厅","正常"
"1122","1500000030","内蒙古自治区农牧厅","http://nmt.nmg.gov.cn","内蒙古自治区农牧厅","正常"
"1123","1500000032","内蒙古自治区人民政府地方志研究室","http://nmgqq.com.cn/","内蒙古自治区人民政府地方志研究室","正常"
"1124","1500000033","内蒙古自治区交通运输厅","http://jtyst.nmg.gov.cn","内蒙古自治区人民政府办公厅","正常"
"1125","1500000035","内蒙古自治区粮食和物资储备局","http://lsj.nmg.gov.cn","内蒙古自治区粮食和物资储备局","正常"
"1126","1500000036","内蒙古自治区司法厅","http://sft.nmg.gov.cn","内蒙古自治区人民政府办公厅","正常"
"1127","1500000037","内蒙古自治区自然资源厅","http://zrzy.nmg.gov.cn/","内蒙古自治区人民政府办公厅","正常"
"1128","1500000038","内蒙古自治区乡村振兴局","http://xczxj.nmg.gov.cn","内蒙古自治区人民政府办公厅","正常"
